,field,key,dateExport,historyId,dateCreated,page,fieldtype,from,fromString,to,toString,fieldId,tmpFromAccountId,tmpToAccountId
1,timespent,ECOM-5233,2023-12-26,1201141,2023-12-21T06:11:17.912+0200,0,jira,,,14400,14400,timespent,,
2,WorklogId,ECOM-5233,2023-12-26,1201141,2023-12-21T06:11:17.912+0200,0,jira,,,113523,113523,,,
0,resolution,ECOM-5233,2023-12-26,1207850,2023-12-26T03:23:34.108+0200,0,jira,,,10000,Done,resolution,,
1,status,ECOM-5233,2023-12-26,1207850,2023-12-26T03:23:34.108+0200,0,jira,10000,To Do,10001,Done,status,,
0,assignee,ECOM-5232,2023-12-26,1201060,2023-12-21T05:36:21.799+0200,0,jira,,,712020:ac60f76c-33de-4954-aaac-e67fee70cdea,Long Diep,assignee,,712020:ac60f76c-33de-4954-aaac-e67fee70cdea
0,status,ECOM-5232,2023-12-26,1201062,2023-12-21T05:36:33.389+0200,0,jira,10000,To Do,3,In Progress,status,,
0,timeestimate,ECOM-5232,2023-12-26,1201063,2023-12-21T05:37:08.253+0200,0,jira,,,28800,28800,timeestimate,,
1,timeoriginalestimate,ECOM-5232,2023-12-26,1201063,2023-12-21T05:37:08.253+0200,0,jira,,,28800,28800,timeoriginalestimate,,
0,timeestimate,ECOM-5232,2023-12-26,1201064,2023-12-21T05:37:24.758+0200,0,jira,28800,28800,25200,25200,timeestimate,,
1,timespent,ECOM-5232,2023-12-26,1201064,2023-12-21T05:37:24.758+0200,0,jira,,,3600,3600,timespent,,
2,WorklogId,ECOM-5232,2023-12-26,1201064,2023-12-21T05:37:24.758+0200,0,jira,,,113514,113514,,,
0,Sprint,ECOM-5232,2023-12-26,1201065,2023-12-21T05:37:41.243+0200,0,custom,,,664,ECOM Dragon Sprint 27,customfield_10018,,
0,resolution,ECOM-5232,2023-12-26,1201089,2023-12-21T05:46:36.165+0200,0,jira,,,10000,Done,resolution,,
1,status,ECOM-5232,2023-12-26,1201089,2023-12-21T05:46:36.165+0200,0,jira,3,In Progress,10001,Done,status,,
0,Parent,ECOM-5213,2023-12-26,1200285,2023-12-20T13:22:38.670+0200,0,jira,,,97837,ECOM-5113,,,
0,description,ECOM-5213,2023-12-26,1200287,2023-12-20T13:26:39.386+0200,0,jira,,,,"Order which is changed to picking app by feature Pilot. From front end site of ecome, cancel order. New status is not updated to picking back office

Step to reproduce:

# Place order from ecome site and transfered to picking app
# Change status from front end site
!image-20231220-112515.png|width=1896,height=223!

!image-20231220-112527.png|width=1452,height=610!

3. check order status at picking app site

*Actual result:*

3. order is not updated status cancel at picking BO

!image-20231220-112624.png|width=1681,height=484!",description,,
0,assignee,ECOM-5213,2023-12-26,1200288,2023-12-20T13:26:42.591+0200,0,jira,,,63982282f3c3dfd71fe81beb,Trang Dang,assignee,,63982282f3c3dfd71fe81beb
0,priority,ECOM-5213,2023-12-26,1203997,2023-12-25T03:23:39.454+0200,0,jira,3,Medium,10002,Highest,priority,,
0,status,ECOM-5213,2023-12-26,1204386,2023-12-25T06:17:35.897+0200,0,jira,10000,To Do,3,In Progress,status,,
0,assignee,ECOM-5213,2023-12-26,1208248,2023-12-26T05:47:27.550+0200,0,jira,63982282f3c3dfd71fe81beb,Trang Dang,712020:e076303b-e72c-415b-a842-48b51f0d58db,Gam Do,assignee,63982282f3c3dfd71fe81beb,712020:e076303b-e72c-415b-a842-48b51f0d58db
0,status,ECOM-5213,2023-12-26,1208251,2023-12-26T05:49:18.025+0200,0,jira,3,In Progress,10027,Rejected,status,,
0,Parent,ECOM-5212,2023-12-26,1200272,2023-12-20T13:13:34.037+0200,0,jira,,,97837,ECOM-5113,,,
0,description,ECOM-5212,2023-12-26,1200273,2023-12-20T13:15:16.548+0200,0,jira,,,,Order which is transfered to picking app by feature Pilot.  Change order status from Picking back office. The new status is not reflect back to Ecom site,description,,
0,description,ECOM-5212,2023-12-26,1200277,2023-12-20T13:17:13.268+0200,0,jira,,Order which is transfered to picking app by feature Pilot.  Change order status from Picking back office. The new status is not reflect back to Ecom site,,"Order which is transfered to picking app by feature Pilot.  Change order status from Picking back office. The new status is not reflect back to Ecom site

*Step to reporduce:*

# Place order from ecome site and transfered to picking app
!image-20231220-111607.png|width=1906,height=576!

2. Change status from picking app

!image-20231220-111631.png|width=1613,height=486!

3. Check again status of this order from ecom stie

Actual result:

3. No update status from ecom site",description,,
0,assignee,ECOM-5212,2023-12-26,1200280,2023-12-20T13:17:46.555+0200,0,jira,,,63982282f3c3dfd71fe81beb,Trang Dang,assignee,,63982282f3c3dfd71fe81beb
0,priority,ECOM-5212,2023-12-26,1203996,2023-12-25T03:23:15.470+0200,0,jira,3,Medium,10002,Highest,priority,,
0,assignee,ECOM-5212,2023-12-26,1208254,2023-12-26T05:51:06.665+0200,0,jira,63982282f3c3dfd71fe81beb,Trang Dang,712020:e076303b-e72c-415b-a842-48b51f0d58db,Gam Do,assignee,63982282f3c3dfd71fe81beb,712020:e076303b-e72c-415b-a842-48b51f0d58db
0,timeestimate,ECOM-5212,2023-12-26,1208262,2023-12-26T05:52:32.331+0200,0,jira,,,0,0,timeestimate,,
1,timespent,ECOM-5212,2023-12-26,1208262,2023-12-26T05:52:32.331+0200,0,jira,,,1800,1800,timespent,,
2,WorklogId,ECOM-5212,2023-12-26,1208262,2023-12-26T05:52:32.331+0200,0,jira,,,113723,113723,,,
0,timeestimate,ECOM-5212,2023-12-26,1208264,2023-12-26T05:52:44.045+0200,0,jira,0,0,0,0,timeestimate,,
1,timespent,ECOM-5212,2023-12-26,1208264,2023-12-26T05:52:44.045+0200,0,jira,1800,1800,3600,3600,timespent,,
2,WorklogId,ECOM-5212,2023-12-26,1208264,2023-12-26T05:52:44.045+0200,0,jira,,,113724,113724,,,
0,Parent,ECOM-5211,2023-12-26,1200225,2023-12-20T12:46:26.631+0200,0,jira,,,97837,ECOM-5113,,,
0,description,ECOM-5211,2023-12-26,1200226,2023-12-20T12:47:45.907+0200,0,jira,,,,"

Order which is transfered to picking app by feature Pilot. The order is not have status list at picking back office site

!image-20231220-104644.png|width=1381,height=808!

Step ",description,,
0,assignee,ECOM-5211,2023-12-26,1200227,2023-12-20T12:47:49.259+0200,0,jira,,,63982282f3c3dfd71fe81beb,Trang Dang,assignee,,63982282f3c3dfd71fe81beb
0,description,ECOM-5211,2023-12-26,1200233,2023-12-20T12:50:31.232+0200,0,jira,,"

Order which is transfered to picking app by feature Pilot. The order is not have status list at picking back office site

!image-20231220-104644.png|width=1381,height=808!

Step ",,"

Order which is transfered to picking app by feature Pilot. The order is not have status list at picking back office site

!image-20231220-104644.png|width=1381,height=808!

Step to reporduce:

# Place an order at Ecomste
# go to back office, select order and pick with external picking system
!image-20231220-104900.png|width=1345,height=788!

3. Go to picking back office, view order detail and change order status

{noformat}https://storewisetest.sites.self-point.com/picking/backoffice/picking/list?orderId=600950{noformat}

*Actual result:*

3. Cannot change order status.



cc: [~accountid:63a11a4678aabbefa9d14417] ",description,,
0,assignee,ECOM-5211,2023-12-26,1200236,2023-12-20T12:54:33.240+0200,0,jira,63982282f3c3dfd71fe81beb,Trang Dang,712020:e076303b-e72c-415b-a842-48b51f0d58db,Gam Do,assignee,63982282f3c3dfd71fe81beb,712020:e076303b-e72c-415b-a842-48b51f0d58db
0,assignee,ECOM-5211,2023-12-26,1200237,2023-12-20T12:54:42.322+0200,0,jira,712020:e076303b-e72c-415b-a842-48b51f0d58db,Gam Do,63a11a4678aabbefa9d14417,Tu Nguyen,assignee,712020:e076303b-e72c-415b-a842-48b51f0d58db,63a11a4678aabbefa9d14417
0,description,ECOM-5211,2023-12-26,1200238,2023-12-20T12:54:57.064+0200,0,jira,,"

Order which is transfered to picking app by feature Pilot. The order is not have status list at picking back office site

!image-20231220-104644.png|width=1381,height=808!

Step to reporduce:

# Place an order at Ecomste
# go to back office, select order and pick with external picking system
!image-20231220-104900.png|width=1345,height=788!

3. Go to picking back office, view order detail and change order status

{noformat}https://storewisetest.sites.self-point.com/picking/backoffice/picking/list?orderId=600950{noformat}

*Actual result:*

3. Cannot change order status.



cc: [~accountid:63a11a4678aabbefa9d14417] ",,"

Order which is transfered to picking app by feature Pilot. The order is not have status list at picking back office site

!image-20231220-104644.png|width=1381,height=808!

Step to reporduce:

# Place an order at Ecomste
# go to back office, select order and pick with external picking system
!image-20231220-104900.png|width=1345,height=788!

3. Go to picking back office, view order detail and change order status

{noformat}https://storewisetest.sites.self-point.com/picking/backoffice/picking/list?orderId=600950{noformat}

*Actual result:*

3. Cannot change order status.



cc: [~accountid:63982282f3c3dfd71fe81beb] ",description,,
0,description,ECOM-5211,2023-12-26,1200245,2023-12-20T12:56:17.694+0200,0,jira,,"

Order which is transfered to picking app by feature Pilot. The order is not have status list at picking back office site

!image-20231220-104644.png|width=1381,height=808!

Step to reporduce:

# Place an order at Ecomste
# go to back office, select order and pick with external picking system
!image-20231220-104900.png|width=1345,height=788!

3. Go to picking back office, view order detail and change order status

{noformat}https://storewisetest.sites.self-point.com/picking/backoffice/picking/list?orderId=600950{noformat}

*Actual result:*

3. Cannot change order status.



cc: [~accountid:63982282f3c3dfd71fe81beb] ",,"

Order which is transfered to picking app by feature Pilot. The order is not have status list at picking back office site

!image-20231220-104644.png|width=1381,height=808!

Step to reporduce:

# Place an order at Ecomste
# go to back office, select order and pick with external picking system
!image-20231220-104900.png|width=1345,height=788!

3. Go to picking back office, view order detail and change order status

{noformat}https://storewisetest.sites.self-point.com/picking/backoffice/picking/list?orderId=600950{noformat}

4. Click on status icon of order details

*Actual result:*

3. Cannot change order status.



cc: [~accountid:63982282f3c3dfd71fe81beb] ",description,,
0,summary,ECOM-5211,2023-12-26,1200248,2023-12-20T12:56:30.049+0200,0,jira,,[Orders]Order does not have status in picking app,,[Orders]Order does not have status list in picking app,summary,,
0,summary,ECOM-5211,2023-12-26,1200269,2023-12-20T13:12:35.985+0200,0,jira,,[Orders]Order does not have status list in picking app,,[Picking BO]Order detail does not have status list in picking app back office,summary,,
0,priority,ECOM-5211,2023-12-26,1203995,2023-12-25T03:22:38.951+0200,0,jira,3,Medium,2,High,priority,,
0,Parent,ECOM-5209,2023-12-26,1199926,2023-12-20T10:41:32.471+0200,0,jira,,,97071,ECOM-4979,,,
0,assignee,ECOM-5209,2023-12-26,1199927,2023-12-20T10:41:44.700+0200,0,jira,,,712020:0743b6b6-ea26-4081-90fa-6e1956e41bd1,An Le,assignee,,712020:0743b6b6-ea26-4081-90fa-6e1956e41bd1
0,resolution,ECOM-5209,2023-12-26,1207843,2023-12-26T03:23:03.875+0200,0,jira,,,10000,Done,resolution,,
1,status,ECOM-5209,2023-12-26,1207843,2023-12-26T03:23:03.875+0200,0,jira,10000,To Do,10001,Done,status,,
0,Parent,ECOM-5204,2023-12-26,1198645,2023-12-19T12:14:29.366+0200,0,jira,,,97973,ECOM-5174,,,
0,description,ECOM-5204,2023-12-26,1198646,2023-12-19T12:14:48.812+0200,0,jira,,,,"abc



!image-20231219-101443.png|width=1145,height=590!",description,,
0,issuetype,ECOM-5204,2023-12-26,1198650,2023-12-19T12:15:59.579+0200,0,jira,10003,Sub-task,10035,BUG/Defect,issuetype,,
0,description,ECOM-5204,2023-12-26,1198651,2023-12-19T12:16:00.341+0200,0,jira,,"abc



!image-20231219-101443.png|width=1145,height=590!",,"abc



!image-20231219-101443.png|width=1145,height=590!",description,,
0,summary,ECOM-5204,2023-12-26,1198658,2023-12-19T12:17:40.175+0200,0,jira,,barcode is generated by hard code,,[Frontend and Mobile]barcode is generated by hard code,summary,,
0,description,ECOM-5204,2023-12-26,1198669,2023-12-19T12:20:47.877+0200,0,jira,,"abc



!image-20231219-101443.png|width=1145,height=590!",,"Currently, login loyalty user, bard code display incorrect on both web and mobile

!image-20231219-101443.png|width=1145,height=590!",description,,
0,assignee,ECOM-5204,2023-12-26,1198670,2023-12-19T12:20:52.394+0200,0,jira,,,712020:ef61458f-a61f-4447-b461-cb37078f1a38,Huy Tran Nhat,assignee,,712020:ef61458f-a61f-4447-b461-cb37078f1a38
0,status,ECOM-5204,2023-12-26,1202127,2023-12-21T18:02:12.477+0200,0,jira,10000,To Do,10046,READY FOR QA,status,,
0,assignee,ECOM-5204,2023-12-26,1204000,2023-12-25T03:32:01.025+0200,0,jira,712020:ef61458f-a61f-4447-b461-cb37078f1a38,Huy Tran Nhat,712020:e076303b-e72c-415b-a842-48b51f0d58db,Gam Do,assignee,712020:ef61458f-a61f-4447-b461-cb37078f1a38,712020:e076303b-e72c-415b-a842-48b51f0d58db
0,resolution,ECOM-5204,2023-12-26,1208377,2023-12-26T06:45:21.215+0200,0,jira,,,10000,Done,resolution,,
1,status,ECOM-5204,2023-12-26,1208377,2023-12-26T06:45:21.215+0200,0,jira,10046,READY FOR QA,10001,Done,status,,
0,assignee,ECOM-5204,2023-12-26,1208378,2023-12-26T06:45:27.351+0200,0,jira,712020:e076303b-e72c-415b-a842-48b51f0d58db,Gam Do,712020:ef61458f-a61f-4447-b461-cb37078f1a38,Huy Tran Nhat,assignee,712020:e076303b-e72c-415b-a842-48b51f0d58db,712020:ef61458f-a61f-4447-b461-cb37078f1a38
0,status,ECOM-5203,2023-12-26,1198520,2023-12-19T11:28:26.371+0200,0,jira,10000,To Do,3,In Progress,status,,
0,description,ECOM-5203,2023-12-26,1198531,2023-12-19T11:38:00.762+0200,0,jira,,,,"“Hi,

+The customer brought to our attention several additional issues:+

 

# Order notes are not passed in API to Pickpack. firstStop.notes field
# The apartment number of the destination address does not transfer. Please transfer to the address.apartmentNumber field: 
!file:///C:/Users/AnLe/AppData/Local/Temp/msohtmlclip1/01/clip_image001.png|thumbnail!
# !image-20231219-093731.png|width=252,height=232!
The customer claims that most orders have an additional phone number, please chain the phone number to the comments field (firstStop.notes). Suggest to add a separator such as: "" *** ""
# The customer claims that the if order (in [http://stor.ai|http://stor.ai|smart-link] ) is postponed to another day, then it does not transfer to another day and the appropriate project. Please make sure you are using projectHostId for such a use case.
# In the address object, please transfer both the street name and the street number if you have one

!image-20231219-093014.png|width=224,height=177!

 

Since we did not have access to [http://stor.ai|http://stor.ai|smart-link]  to perform comprehensive QA, please make sure that all data relevant to all customers is transferred to Pickpack properly.

Our API is broad and allows you to send a lot of data and it is very important to make sure that as much data as possible is transferred to the API.

 

Best regards,

Meir

Pickpack”",description,,
